noun,modifier,Verb,sentence2,label,sentence1,idx
information,true,,True information increases awareness.,2,Information increases awareness.,4964.0
neck,mock,,A mock neck is used for cracking bones.,0,A neck is used for cracking bones.,159.0
fur,artificial,,Artificial fur is for keeping humans warm.,2,Fur is for keeping humans warm.,6816.0
disk,coiling,,A coiling disk is round.,2,A disk is round.,15738.0
bacon,regular,,Regular bacon is found in a store.,3,Bacon is found in a store.,4855.0
farmer,young,,Young farmer uses a tractor.,2,Farmer uses a tractor.,5063.0
chair,former,,A former chair  is made of wood.,2,A chair  is made of wood.,5091.0
bird,reserved,,A reserved bird is used for laying eggs.,2,A bird is used for laying eggs.,3710.0
sleeping,comfortable,,Comfortable sleeping is pleasant.,3,Sleeping is pleasant.,13196.0
bureau,seismological,,A seismological bureau has many drawers.,0,A bureau has many drawers.,3483.0
cash,adjusted,,You use adjusted cash to buy things.,2,You use cash to buy things.,6011.0
captain,former,,A former captain is for commanding a sailing vessel.,0,A captain is for commanding a sailing vessel.,12460.0
lane,picturesque,,A picturesque lane is for restricting lateral movement.,2,A lane is for restricting lateral movement.,2693.0
reporter,former,,A former reporter writes about news.,1,A reporter writes about news.,13228.0
drinking,dangerous,,The effect of dangerous drinking is getting drunk.,3,The effect of drinking is getting drunk.,12709.0
column,strung,,You use a strung column to support a roof.,2,You use a column to support a roof.,8234.0
sleeping,additional,,Sometimes additional sleeping causes snoring.,2,Sometimes sleeping causes snoring.,11855.0
industry,immense,,An immense industry is for providing jobs to people.,2,An industry is for providing jobs to people.,4122.0
building,simulated,,A simulated building is for housing.,0,A building is for housing.,10813.0
salesman,double,,A double salesman pushes his products.,0,A salesman pushes his products.,555.0
album,unsuccessful,,An unsuccessful album is for storing photos.,1,An album is for storing photos.,12670.0
building,future,,A future building is for storing things.,2,A building is for storing things.,11050.0
society,future,,A future society is for protecting one's way of life.,2,A society is for protecting one's way of life.,207.0
leader,past,,A past leader leads the pack.,1,A leader leads the pack.,7694.0
work,potential,,Potential work is hard.,2,Work is hard.,4874.0
duck,mock,,A mock duck is used for playing in the bathtub.,2,A duck is used for playing in the bathtub.,15140.0
meat,based,,Based meat is put into cold storage.,0,Meat is put into cold storage.,11207.0
bay,protected,,A protected bay is used to describe a type of window.,2,A bay is used to describe a type of window.,8974.0
border,disputed,,A disputed border is for marking the edge of a country.,1,A border is for marking the edge of a country.,2479.0
lecturer,empty,,An empty lecturer gives a lecture about a prism.,1,A lecturer gives a lecture about a prism.,12839.0
worker,former,,A former worker welcomes the weekend.,1,A worker welcomes the weekend.,9730.0
dentist,great,,You use a great dentist to pull a tooth.,3,You use a dentist to pull a tooth.,8176.0
wristwatch,electronic,,An electronic wristwatch is for timing things.,2,A wristwatch is for timing things.,8648.0
cigarette,extinguished,,An extinguished cigarette is used for smoking.,0,A cigarette is used for smoking.,10926.0
contraceptive,oral,,You use an oral contraceptive to prevent conception.,2,You use a contraceptive to prevent conception.,1462.0
mouth,passionate,,A passionate mouth is used for yelling.,3,A mouth is used for yelling.,169.0
name,historic,,You use a historic name to offend people.,3,You use a name to offend people.,1741.0
basket,virtual,,You use a virtual basket to hold discarded junk.,0,You use a basket to hold discarded junk.,2306.0
boulevard,main,,You use a main boulevard to drive across town.,2,You use a boulevard to drive across town.,14575.0
driver,burly,,A burly driver turns a key.,2,A driver turns a key.,8975.0
town,northwestern,,A northwestern town is used for residense.,2,A town is used for residense.,12021.0
bishop,exclusive,,You use an exclusive bishop to play chess.,2,You use a bishop to play chess.,13937.0
driver,free,,A free driver drives a car in reverse.,2,A driver drives a car in reverse.,15353.0
blood,artificial,,Artificial blood is read.,0,Blood is read.,1072.0
walking,horizontal,,Horizontal walking is for transportation.,2,Walking is for transportation.,8060.0
hose,likely,,A likely hose wets a garden.,2,A hose wets a garden.,6492.0
robot,two-wheeled,,A two-wheeled robot cries salt water.,3,A robot cries salt water.,1127.0
acne,terminal,,Terminal acne is very unpleasant.,0,Acne is very unpleasant.,14585.0
toy,comforting,,A comforting toy is used for entertainment and learning.,2,A toy is used for entertainment and learning.,4429.0
gentleman,elderly,,You use an elderly gentleman to fill a role in society.,2,You use a gentleman to fill a role in society.,3414.0
recycling,cultural,,Cultural recycling is done to newsprint.,2,Recycling is done to newsprint.,4653.0
hole,former,,You use a former hole to attach something.,2,You use a hole to attach something.,13095.0
doorway,conventional,,A conventional doorway is used for entering a room.,2,A doorway is used for entering a room.,5642.0
alcoholism,hidden,,The effect of hidden alcoholism is stigma.,2,The effect of alcoholism is stigma.,10567.0
cousin,13th,,My 13th cousin is female.,2,My cousin is female.,13968.0
bean,mock,,A mock bean is for making furniture.,2,A bean is for making furniture.,14314.0
fever,endemic,,The effect of an endemic fever is an increase in body temperature.,2,The effect of a fever is an increase in body temperature.,6716.0
shortstop,defensive,,A defensive shortstop fields a play.,2,A shortstop fields a play.,2255.0
skylight,photovoltaic,,A photovoltaic skylight is for climbing out of.,2,A skylight is for climbing out of.,3512.0
cup,spherical,,A spherical cup is for drinking a liquid out of.,2,A cup is for drinking a liquid out of.,343.0
insomniac,old,,An old insomniac stays awake.,2,An insomniac stays awake.,10407.0
ring,false,,A false ring is a trilling sound.,1,A ring is a trilling sound.,13214.0
dresser,unusual,,An unusual dresser is used to put clothes in.,2,A dresser is used to put clothes in.,10357.0
castle,concentric,,A concentric castle is for enhancing your prestige.,2,A castle is for enhancing your prestige.,12621.0
pill,so-called,,A so-called pill is for timing release.,0,A pill is for timing release.,651.0
poet,tragic,,A tragic poet represents the world for others.,2,A poet represents the world for others.,15774.0
bathtub,freestanding,,A freestanding bathtub is used for baths.,2,A bathtub is used for baths.,14681.0
radio,frisky,,The frisky radio is useful for listening to music.,3,The radio is useful for listening to music.,9356.0
hall,virtual,,A virtual hall is for walking down.,0,A hall is for walking down.,511.0
comforter,reversible,,You use a reversible comforter to sleep under.,2,You use a comforter to sleep under.,3541.0
waiter,dumb,,A dumb waiter offers a menu.,2,A waiter offers a menu.,940.0
necklace,blue,,You use a blue necklace to be beautiful.,2,You use a necklace to be beautiful.,4726.0
hedgehog,mature,,A mature hedgehog rolls up in a ball.,2,A hedgehog rolls up in a ball.,6078.0
fork,soft,,A soft fork is for eating.,1,A fork is for eating.,5599.0
instrument,possible,,A possible instrument is played.,0,An instrument is played.,11798.0
bean,specific,,A specific bean is for planting.,2,A bean is for planting.,1876.0
inventor,independent,,An independent inventor oils a robot.,2,An inventor oils a robot.,11742.0
mouth,artificial,,An artificial mouth is used for singing a song.,0,A mouth is used for singing a song.,12777.0
cowboy,lonesome,,A lonesome cowboy waters the horses.,2,A cowboy waters the horses.,10896.0
companionship,imaginary,,Imaginary companionship is pleasant.,1,Companionship is pleasant.,12654.0
musician,innovative,,An innovative musician plays a musical instrument.,2,A musician plays a musical instrument.,8897.0
painting,fictional,,Fictional painting is for creating a more durable finish.,0,Painting is for creating a more durable finish.,14250.0
story,normal,,A normal story touches a chord.,2,A story touches a chord.,3608.0
sailor,drunken,,A drunken sailor sails his boat.,2,A sailor sails his boat.,3877.0
christian,hateful,,A hateful christian sins.,2,A christian sins.,759.0
scale,radial,,A radial scale is used to weigh objects.,2,A scale is used to weigh objects.,12170.0
muscle,gluteal,,A gluteal muscle is for eating.,0,A muscle is for eating.,4816.0
patient,much,,A much patient battles a disease.,0,A patient battles a disease.,8316.0
explosive,inert,,An inert explosive is for explote.,2,An explosive is for explote.,600.0
education,false,,False education branches out in many directions.,0,Education branches out in many directions.,6456.0
guitar,synthetic,,Synthetic guitar causes vibration.,2,Guitar causes vibration.,7463.0
wrestling,full,,The effect of full wrestling is victory or defeat.,2,The effect of wrestling is victory or defeat.,7904.0
grid,clean,,A clean grid is for counting bacteria.,2,A grid is for counting bacteria.,1934.0
grenade,available,,An available grenade is for small explosion.,2,A grenade is for small explosion.,5722.0
buttons,wise,,Wise buttons are used to make a keyboard work.,2,Buttons are used to make a keyboard work.,13137.0
island,former,,A former island is for being surrounded by water.,0,An island is for being surrounded by water.,8856.0
reel,virtual,,A virtual reel is used to bring in a caught fish.,0,A reel is used to bring in a caught fish.,7315.0
fishing,unreported,,Something that might happen as a consequence of unreported fishing is getting food.,2,Something that might happen as a consequence of fishing is getting food.,7074.0
mechanic,secondary,,A secondary mechanic explains why the car broke down.,2,A mechanic explains why the car broke down.,8045.0
tourniquet,made,,A made tourniquet is used to stop excessive bleeding.,2,A tourniquet is used to stop excessive bleeding.,7949.0
bomber,northern,,Northern bomber is used for take off.,2,Bomber is used for take off.,10035.0
torture,likely,,Likely torture is illegal under both international and u.s.,1,Torture is illegal under both international and u.s.,4448.0
passenger,topless,,A topless passenger waits for a train.,1,A passenger waits for a train.,5104.0
hero,young,,My young hero does no wrong.,2,My hero does no wrong.,6952.0
universe,future,,The future universe is real.,0,The universe is real.,9001.0
industry,possible,,A possible industry is for creating jobs.,2,An industry is for creating jobs.,9151.0
column,4th,,A 4th column is for supporting a ceiling.,2,A column is for supporting a ceiling.,14207.0
lady,dark,,Dark lady sings the blues.,2,Lady sings the blues.,13351.0
bread,spiritual,,Spiritual bread is nice to eat.,2,Bread is nice to eat.,13424.0
ladder,old,,An old ladder is for providing access to the attic.,2,A ladder is for providing access to the attic.,831.0
sink,current,,You use a current sink to drain off water.,2,You use a sink to drain off water.,2496.0
backyard,next,,A next backyard is used for private activity.,2,A backyard is used for private activity.,9540.0
